IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.93.176,2053,2053,true,SIN,Asia Pacific,Singapore,53,2.99
8.218.3.12,2087,2087,true,HKG,Asia Pacific,Hong Kong,37,2.94
8.222.134.170,2087,2087,true,SIN,Asia Pacific,Singapore,145,2.94
47.237.95.146,2083,2083,true,SIN,Asia Pacific,Singapore,82,2.93
8.222.183.242,2096,2096,true,SIN,Asia Pacific,Singapore,95,2.93
8.219.174.213,2083,2083,true,SIN,Asia Pacific,Singapore,58,2.93
47.242.36.78,2087,2087,true,HKG,Asia Pacific,Hong Kong,78,2.92
47.242.176.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,81,2.92
8.218.222.36,2053,2053,true,HKG,Asia Pacific,Hong Kong,122,2.92
47.237.95.146,2053,2053,true,SIN,Asia Pacific,Singapore,54,2.92
8.222.180.86,2083,2083,true,SIN,Asia Pacific,Singapore,110,2.90
47.236.180.51,2083,2083,true,SIN,Asia Pacific,Singapore,63,2.90
47.243.90.180,2053,2053,true,HKG,Asia Pacific,Hong Kong,69,2.88
8.217.159.210,8443,8443,true,HKG,Asia Pacific,Hong Kong,47,2.87
8.219.170.232,2083,2083,true,SIN,Asia Pacific,Singapore,100,2.87
47.237.84.173,2083,2083,true,SIN,Asia Pacific,Singapore,67,2.86
47.236.180.24,2096,2096,true,SIN,Asia Pacific,Singapore,81,2.84
47.236.17.193,8443,8443,true,SIN,Asia Pacific,Singapore,51,2.84
47.237.92.26,2083,2083,true,SIN,Asia Pacific,Singapore,126,2.83
47.76.178.146,2053,2053,true,HKG,Asia Pacific,Hong Kong,38,2.83
47.237.82.15,2096,2096,true,SIN,Asia Pacific,Singapore,62,2.82
8.219.42.72,2096,2096,true,SIN,Asia Pacific,Singapore,77,2.82
8.218.174.118,2053,2053,true,HKG,Asia Pacific,Hong Kong,47,2.82
8.210.207.214,2053,2053,true,HKG,Asia Pacific,Hong Kong,37,2.81
47.243.91.58,2087,2087,true,HKG,Asia Pacific,Hong Kong,70,2.81
8.222.156.242,2083,2083,true,SIN,Asia Pacific,Singapore,123,2.80
8.222.181.117,443,443,true,SIN,Asia Pacific,Singapore,21,2.79
47.243.90.180,2096,2096,true,HKG,Asia Pacific,Hong Kong,64,2.79
47.243.86.79,2053,2053,true,HKG,Asia Pacific,Hong Kong,98,2.79
8.218.181.189,2083,2083,true,HKG,Asia Pacific,Hong Kong,53,2.79
8.219.174.213,2087,2087,true,SIN,Asia Pacific,Singapore,83,2.78
47.242.59.216,2083,2083,true,HKG,Asia Pacific,Hong Kong,67,2.76
8.210.34.188,2096,2096,true,HKG,Asia Pacific,Hong Kong,37,2.75
8.218.174.118,2087,2087,true,HKG,Asia Pacific,Hong Kong,94,2.75
47.242.17.250,2096,2096,true,HKG,Asia Pacific,Hong Kong,50,2.74
47.242.176.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,2.73
47.236.164.215,2087,2087,true,SIN,Asia Pacific,Singapore,73,2.72
47.237.95.13,8443,8443,true,SIN,Asia Pacific,Singapore,89,2.71
8.219.66.156,8443,8443,true,NRT,Asia Pacific,Tokyo,138,2.70
47.242.59.216,2087,2087,true,HKG,Asia Pacific,Hong Kong,101,2.69
47.243.139.85,2096,2096,true,HKG,Asia Pacific,Hong Kong,95,2.68
8.210.65.1,2083,2083,true,HKG,Asia Pacific,Hong Kong,54,2.67
47.242.36.78,2096,2096,true,HKG,Asia Pacific,Hong Kong,40,2.66
47.242.17.250,8443,8443,true,HKG,Asia Pacific,Hong Kong,58,2.66
47.242.36.78,2083,2083,true,HKG,Asia Pacific,Hong Kong,73,2.65
47.236.166.131,8443,8443,true,SIN,Asia Pacific,Singapore,91,2.64
47.76.33.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,91,2.63
8.219.78.1,2096,2096,true,SIN,Asia Pacific,Singapore,93,2.63
47.243.107.148,8443,8443,true,HKG,Asia Pacific,Hong Kong,102,2.62
8.218.22.210,2087,2087,true,HKG,Asia Pacific,Hong Kong,76,2.58
8.222.160.176,8443,8443,true,SIN,Asia Pacific,Singapore,15,2.58
8.219.124.227,2053,2053,true,SIN,Asia Pacific,Singapore,94,2.58
8.218.85.128,8443,8443,true,HKG,Asia Pacific,Hong Kong,90,2.57
8.217.251.62,2083,2083,true,HKG,Asia Pacific,Hong Kong,86,2.57
47.243.60.150,2083,2083,true,HKG,Asia Pacific,Hong Kong,104,2.57
8.219.78.1,2096,2096,true,SIN,Asia Pacific,Singapore,88,2.56
8.222.137.192,2096,2096,true,SIN,Asia Pacific,Singapore,78,2.56
47.243.91.58,2096,2096,true,HKG,Asia Pacific,Hong Kong,37,2.56
47.242.202.230,2053,2053,true,HKG,Asia Pacific,Hong Kong,41,2.54
47.236.202.91,2087,2087,true,SIN,Asia Pacific,Singapore,100,2.54
8.217.232.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,91,2.53
47.236.130.95,8443,8443,true,SIN,Asia Pacific,Singapore,123,2.52
8.210.9.129,2053,2053,true,HKG,Asia Pacific,Hong Kong,40,2.50
8.217.145.40,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,2.50
47.236.167.231,2087,2087,true,SIN,Asia Pacific,Singapore,90,2.49
8.210.9.129,2083,2083,true,HKG,Asia Pacific,Hong Kong,37,2.47
47.76.178.146,443,443,true,HKG,Asia Pacific,Hong Kong,39,2.47
47.243.169.63,2087,2087,true,HKG,Asia Pacific,Hong Kong,96,2.45
47.236.171.205,2083,2083,true,SIN,Asia Pacific,Singapore,82,2.43
8.219.98.13,8443,8443,true,SIN,Asia Pacific,Singapore,96,2.43
8.218.2.181,8443,8443,true,HKG,Asia Pacific,Hong Kong,46,2.43
47.76.77.103,2083,2083,true,HKG,Asia Pacific,Hong Kong,51,2.43
47.236.171.205,8443,8443,true,SIN,Asia Pacific,Singapore,113,2.42
47.242.59.216,2096,2096,true,HKG,Asia Pacific,Hong Kong,52,2.42
47.245.86.230,8443,8443,true,SIN,Asia Pacific,Singapore,39,2.41
8.219.60.54,2096,2096,true,SIN,Asia Pacific,Singapore,75,2.39
8.210.192.93,2083,2083,true,HKG,Asia Pacific,Hong Kong,48,2.38
8.222.214.231,2096,2096,true,SIN,Asia Pacific,Singapore,99,2.37
8.218.222.36,8443,8443,true,HKG,Asia Pacific,Hong Kong,83,2.35
8.218.201.73,2087,2087,true,HKG,Asia Pacific,Hong Kong,162,2.35
8.219.78.1,2087,2087,true,SIN,Asia Pacific,Singapore,57,2.32
47.243.203.119,2087,2087,true,HKG,Asia Pacific,Hong Kong,45,2.31
47.242.174.27,2096,2096,true,HKG,Asia Pacific,Hong Kong,52,2.30
47.237.95.156,2053,2053,true,SIN,Asia Pacific,Singapore,105,2.30
47.243.90.180,2087,2087,true,HKG,Asia Pacific,Hong Kong,56,2.29
47.237.95.146,2083,2083,true,SIN,Asia Pacific,Singapore,63,2.29
47.236.75.113,2053,2053,true,SIN,Asia Pacific,Singapore,55,2.29
47.76.49.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,79,2.28
8.218.174.118,2096,2096,true,HKG,Asia Pacific,Hong Kong,122,2.28
8.219.66.156,8443,8443,true,NRT,Asia Pacific,Tokyo,161,2.28
47.237.92.26,2053,2053,true,SIN,Asia Pacific,Singapore,82,2.25
8.210.101.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,47,2.25
8.219.42.72,2083,2083,true,SIN,Asia Pacific,Singapore,142,2.24
47.242.54.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,48,2.24
47.238.40.58,2087,2087,true,HKG,Asia Pacific,Hong Kong,97,2.23
8.219.202.130,2083,2083,true,SIN,Asia Pacific,Singapore,103,2.22
47.243.67.28,2087,2087,true,HKG,Asia Pacific,Hong Kong,120,2.21
8.218.11.90,2087,2087,true,HKG,Asia Pacific,Hong Kong,83,2.21
47.236.125.62,2053,2053,true,NRT,Asia Pacific,Tokyo,170,2.19
8.210.156.6,2083,2083,true,HKG,Asia Pacific,Hong Kong,106,2.18
8.217.248.220,2053,2053,true,HKG,Asia Pacific,Hong Kong,65,2.17
8.218.201.73,8443,8443,true,HKG,Asia Pacific,Hong Kong,100,2.16
47.245.105.224,2053,2053,true,SIN,Asia Pacific,Singapore,39,2.15
47.242.234.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,46,2.15
47.243.203.119,8443,8443,true,HKG,Asia Pacific,Hong Kong,113,2.15
47.76.32.108,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,2.13
47.243.91.58,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,2.11
8.222.183.242,8443,8443,true,SIN,Asia Pacific,Singapore,88,2.11
8.222.150.197,2083,2083,true,SIN,Asia Pacific,Singapore,89,2.10
8.210.100.23,2087,2087,true,HKG,Asia Pacific,Hong Kong,83,2.10
8.219.111.147,2083,2083,true,SIN,Asia Pacific,Singapore,52,2.08
47.236.125.62,2053,2053,true,NRT,Asia Pacific,Tokyo,138,2.07
8.210.174.156,2087,2087,true,HKG,Asia Pacific,Hong Kong,44,2.07
47.243.203.119,8443,8443,true,HKG,Asia Pacific,Hong Kong,43,2.06
8.219.84.214,2053,2053,true,SIN,Asia Pacific,Singapore,98,2.04
47.76.37.57,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,2.02
8.222.160.176,2083,2083,true,SIN,Asia Pacific,Singapore,115,2.02
47.238.40.58,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,1.98
47.237.95.156,2053,2053,true,SIN,Asia Pacific,Singapore,105,1.95
8.210.21.65,2096,2096,true,HKG,Asia Pacific,Hong Kong,42,1.95
8.210.175.109,2096,2096,true,HKG,Asia Pacific,Hong Kong,66,1.94
47.242.232.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,1.93
8.217.85.14,8443,8443,true,HKG,Asia Pacific,Hong Kong,72,1.92
8.218.142.253,8443,8443,true,HKG,Asia Pacific,Hong Kong,58,1.90
8.210.156.6,443,443,true,HKG,Asia Pacific,Hong Kong,46,1.90
47.242.202.230,2083,2083,true,HKG,Asia Pacific,Hong Kong,47,1.90
47.242.252.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,1.89
8.217.159.210,8443,8443,true,HKG,Asia Pacific,Hong Kong,88,1.87
8.218.146.204,2053,2053,true,HKG,Asia Pacific,Hong Kong,55,1.83
47.242.234.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,78,1.83
8.217.49.34,443,443,true,HKG,Asia Pacific,Hong Kong,57,1.82
8.218.207.169,2096,2096,true,HKG,Asia Pacific,Hong Kong,56,1.81
8.210.21.65,2083,2083,true,HKG,Asia Pacific,Hong Kong,42,1.80
47.236.149.107,2083,2083,true,SIN,Asia Pacific,Singapore,130,1.80
8.219.66.156,2053,2053,true,NRT,Asia Pacific,Tokyo,134,1.77
8.218.52.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,50,1.75
47.89.191.155,443,443,true,IAD,North America,Ashburn,270,1.74
8.219.153.237,2096,2096,true,NRT,Asia Pacific,Tokyo,147,1.72
47.237.86.185,8443,8443,true,SIN,Asia Pacific,Singapore,59,1.72
47.242.17.250,8443,8443,true,HKG,Asia Pacific,Hong Kong,62,1.71
47.236.125.62,2096,2096,true,NRT,Asia Pacific,Tokyo,163,1.71
47.242.54.157,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,1.71
47.236.174.206,2096,2096,true,SIN,Asia Pacific,Singapore,75,1.71
47.76.204.76,2053,2053,true,HKG,Asia Pacific,Hong Kong,41,1.71
47.242.174.27,2083,2083,true,HKG,Asia Pacific,Hong Kong,78,1.70
47.237.94.140,2053,2053,true,SIN,Asia Pacific,Singapore,54,1.69
8.210.174.156,8443,8443,true,HKG,Asia Pacific,Hong Kong,49,1.68
47.76.94.15,2096,2096,true,HKG,Asia Pacific,Hong Kong,94,1.66
47.242.54.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,46,1.65
47.243.86.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,96,1.64
47.236.17.193,2053,2053,true,SIN,Asia Pacific,Singapore,52,1.64
47.242.176.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,1.63
8.219.98.13,2096,2096,true,SIN,Asia Pacific,Singapore,46,1.62
8.218.204.128,2083,2083,true,HKG,Asia Pacific,Hong Kong,90,1.60
8.219.153.237,2053,2053,true,NRT,Asia Pacific,Tokyo,158,1.60
8.222.146.222,8443,8443,true,SIN,Asia Pacific,Singapore,207,1.57
8.218.174.118,2053,2053,true,HKG,Asia Pacific,Hong Kong,86,1.56
47.243.183.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,76,1.54
8.222.156.242,8443,8443,true,SIN,Asia Pacific,Singapore,115,1.54
47.242.54.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,47,1.52
47.236.10.100,2096,2096,true,SIN,Asia Pacific,Singapore,85,1.49
8.219.98.13,2087,2087,true,SIN,Asia Pacific,Singapore,79,1.49
47.242.59.216,2053,2053,true,HKG,Asia Pacific,Hong Kong,49,1.47
8.218.174.118,2083,2083,true,HKG,Asia Pacific,Hong Kong,106,1.47
47.245.126.151,2096,2096,true,SIN,Asia Pacific,Singapore,28,1.47
8.219.66.156,2083,2083,true,NRT,Asia Pacific,Tokyo,188,1.47
8.219.67.133,2087,2087,true,SIN,Asia Pacific,Singapore,110,1.44
47.236.75.113,2087,2087,true,SIN,Asia Pacific,Singapore,15,1.44
8.217.121.207,8443,8443,true,HKG,Asia Pacific,Hong Kong,68,1.43
47.242.36.78,2053,2053,true,HKG,Asia Pacific,Hong Kong,52,1.43
8.219.111.175,8443,8443,true,SIN,Asia Pacific,Singapore,117,1.42
47.76.77.103,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,1.41
8.218.207.169,2096,2096,true,HKG,Asia Pacific,Hong Kong,98,1.40
47.236.172.71,2083,2083,true,SIN,Asia Pacific,Singapore,79,1.40
47.243.74.220,2083,2083,true,HKG,Asia Pacific,Hong Kong,42,1.39
47.243.60.150,2096,2096,true,HKG,Asia Pacific,Hong Kong,96,1.39
47.236.83.239,2096,2096,true,SIN,Asia Pacific,Singapore,54,1.37
8.219.97.50,2096,2096,true,SIN,Asia Pacific,Singapore,61,1.36
8.219.66.156,2087,2087,true,NRT,Asia Pacific,Tokyo,216,1.35
8.219.153.237,2083,2083,true,NRT,Asia Pacific,Tokyo,174,1.32
47.243.107.148,2083,2083,true,HKG,Asia Pacific,Hong Kong,48,1.32
47.242.79.71,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,1.30
47.236.164.215,2087,2087,true,SIN,Asia Pacific,Singapore,77,1.27
47.236.125.62,2083,2083,true,NRT,Asia Pacific,Tokyo,195,1.25
8.217.91.121,2096,2096,true,HKG,Asia Pacific,Hong Kong,54,1.24
47.237.95.13,2096,2096,true,SIN,Asia Pacific,Singapore,125,1.23
8.219.100.168,8443,8443,true,SIN,Asia Pacific,Singapore,121,1.22
47.243.107.148,2053,2053,true,HKG,Asia Pacific,Hong Kong,83,1.21
8.219.66.156,2096,2096,true,NRT,Asia Pacific,Tokyo,161,1.19
8.219.66.156,2083,2083,true,NRT,Asia Pacific,Tokyo,172,1.18
47.242.36.78,2096,2096,true,HKG,Asia Pacific,Hong Kong,47,1.16
8.219.153.237,8443,8443,true,NRT,Asia Pacific,Tokyo,152,1.16
8.217.251.62,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,1.16
47.245.102.52,2083,2083,true,SIN,Asia Pacific,Singapore,43,1.12
8.219.235.164,2096,2096,true,SIN,Asia Pacific,Singapore,107,1.11
47.242.36.78,8443,8443,true,HKG,Asia Pacific,Hong Kong,78,1.10
47.76.159.146,2087,2087,true,HKG,Asia Pacific,Hong Kong,77,1.08
47.242.79.71,8443,8443,true,HKG,Asia Pacific,Hong Kong,60,1.07
47.236.146.249,2083,2083,true,SIN,Asia Pacific,Singapore,139,1.06
47.76.33.40,2053,2053,true,HKG,Asia Pacific,Hong Kong,51,1.05
8.218.243.95,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,0.98
47.242.171.94,2087,2087,true,HKG,Asia Pacific,Hong Kong,67,0.98
47.242.252.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,81,0.96
8.219.78.1,2083,2083,true,SIN,Asia Pacific,Singapore,142,0.89
8.217.145.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,48,0.88
47.243.42.219,2096,2096,true,HKG,Asia Pacific,Hong Kong,92,0.86
8.222.214.231,2053,2053,true,SIN,Asia Pacific,Singapore,59,0.84
47.76.49.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,61,0.80
47.243.107.148,2096,2096,true,HKG,Asia Pacific,Hong Kong,91,0.79
8.217.90.154,443,443,true,HKG,Asia Pacific,Hong Kong,57,0.78
8.219.50.180,2096,2096,true,SIN,Asia Pacific,Singapore,128,0.75
47.242.79.71,2087,2087,true,HKG,Asia Pacific,Hong Kong,47,0.73
47.237.95.140,2087,2087,true,SIN,Asia Pacific,Singapore,60,0.71
8.210.100.23,8443,8443,true,HKG,Asia Pacific,Hong Kong,71,0.69
8.218.181.189,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,0.64
8.219.98.13,2053,2053,true,SIN,Asia Pacific,Singapore,171,0.61
8.219.60.54,2083,2083,true,SIN,Asia Pacific,Singapore,103,0.61
47.76.94.15,2053,2053,true,HKG,Asia Pacific,Hong Kong,44,0.59
47.237.86.185,2096,2096,true,SIN,Asia Pacific,Singapore,124,0.59
47.243.42.219,8443,8443,true,HKG,Asia Pacific,Hong Kong,91,0.55
8.219.98.13,2087,2087,true,SIN,Asia Pacific,Singapore,128,0.50
47.243.86.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,0.47
47.242.54.157,2053,2053,true,HKG,Asia Pacific,Hong Kong,55,0.44
149.129.8.215,443,443,true,SJC,North America,San Jose,143,0.42
149.129.8.215,443,443,true,SJC,North America,San Jose,119,0.42
47.245.84.124,2053,2053,true,SIN,Asia Pacific,Singapore,13,0.37
47.76.146.1,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,0.32
47.57.233.126,443,443,true,SJC,North America,San Jose,95,0.32
47.57.245.232,443,443,true,SJC,North America,San Jose,45,0.30
47.251.74.226,443,443,true,LAX,North America,Los Angeles,182,0.30
8.218.148.106,443,443,true,HKG,Asia Pacific,Hong Kong,69,0.28
47.57.245.232,443,443,true,SJC,North America,San Jose,39,0.25
47.242.79.71,2053,2053,true,HKG,Asia Pacific,Hong Kong,55,0.24
8.217.121.210,443,443,true,HKG,Asia Pacific,Hong Kong,58,0.21
47.89.244.253,443,443,true,SJC,North America,San Jose,210,0.21
47.57.14.118,443,443,true,SJC,North America,San Jose,71,0.20
47.57.14.118,443,443,true,SJC,North America,San Jose,60,0.19
47.57.233.126,443,443,true,SJC,North America,San Jose,52,0.17
47.76.77.103,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,0.15
8.210.9.129,2087,2087,true,HKG,Asia Pacific,Hong Kong,41,0.13
47.254.65.110,443,443,true,SJC,North America,San Jose,224,0.05
47.236.167.231,2083,2083,true,SIN,Asia Pacific,Singapore,101,0.04
47.89.191.155,443,443,true,IAD,North America,Ashburn,271,0.03
47.90.201.189,443,443,true,IAD,North America,Ashburn,224,0.02
47.90.201.189,443,443,true,IAD,North America,Ashburn,231,0.02
47.242.171.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,60,0.00
47.242.68.32,443,443,true,HKG,Asia Pacific,Hong Kong,42,0.00
47.242.171.94,2083,2083,true,HKG,Asia Pacific,Hong Kong,106,0.00
47.74.155.26,80,80,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.0.48,2052,2052,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.11.158,80,80,false,SIN,Asia Pacific,Singapore,2,0.00
47.245.102.52,2052,2052,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.93.5,8880,8880,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.0.48,8080,8080,false,SIN,Asia Pacific,Singapore,3,0.00
47.245.102.52,8080,8080,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.235.164,2052,2052,false,SIN,Asia Pacific,Singapore,3,0.00
47.245.102.52,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.0.162,8080,8080,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.84.124,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.84.124,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
47.237.92.26,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.0.162,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.4.122,8080,8080,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.84.124,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.6.150,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.4.122,2095,2095,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.5.10,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.240.160,2095,2095,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.4.122,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.126.151,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.114.163,8080,8080,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.86.230,2086,2086,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.118.70,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.1.92,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.105.224,8880,8880,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.210.57,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
47.237.84.173,8880,8880,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.11.158,2086,2086,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.114.163,2095,2095,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.105.224,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.86.230,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.86.230,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.102.52,2086,2086,false,SIN,Asia Pacific,Singapore,5,0.00
47.237.0.31,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.102.52,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.118.70,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
47.237.10.1,2086,2086,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.105.224,2095,2095,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.5.10,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.114.163,8880,8880,false,SIN,Asia Pacific,Singapore,5,0.00
47.237.94.140,8880,8880,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.163.195,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
47.237.10.1,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
47.237.8.82,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.105.224,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.6.150,8880,8880,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.84.124,2095,2095,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.126.151,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.114.163,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.114.163,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.84.124,2095,2095,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.198.34,2082,2082,false,SIN,Asia Pacific,Singapore,6,0.00
47.237.10.1,8880,8880,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.4.122,2052,2052,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.86.230,2095,2095,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.126.151,2052,2052,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.118.70,8880,8880,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.5.10,2052,2052,false,SIN,Asia Pacific,Singapore,6,0.00
47.237.81.112,2082,2082,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.5.10,2086,2086,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.118.70,2082,2082,false,SIN,Asia Pacific,Singapore,6,0.00
47.236.144.208,8080,8080,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.84.124,2086,2086,false,SIN,Asia Pacific,Singapore,6,0.00
47.237.82.15,80,80,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.105.224,2052,2052,false,SIN,Asia Pacific,Singapore,6,0.00
47.237.11.182,8880,8880,false,SIN,Asia Pacific,Singapore,6,0.00
47.236.167.231,8080,8080,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.67.133,80,80,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.114.201,2082,2082,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.220.88,8080,8080,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.6.150,2095,2095,false,SIN,Asia Pacific,Singapore,6,0.00
47.237.95.140,80,80,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.132.64,8880,8880,false,SIN,Asia Pacific,Singapore,7,0.00
47.237.84.173,80,80,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.84.124,8080,8080,false,SIN,Asia Pacific,Singapore,7,0.00
47.236.130.95,80,80,false,SIN,Asia Pacific,Singapore,7,0.00
47.236.254.120,2086,2086,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.51.211,8080,8080,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.177.205,2095,2095,false,SIN,Asia Pacific,Singapore,7,0.00
47.237.95.156,2082,2082,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.222.98,80,80,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.102.52,2095,2095,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.0.48,2086,2086,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.105.224,80,80,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.240.160,2082,2082,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.161.129,2086,2086,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.194.170,2052,2052,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.102.52,8080,8080,false,SIN,Asia Pacific,Singapore,7,0.00
47.237.86.185,8880,8880,false,SIN,Asia Pacific,Singapore,7,0.00
47.237.84.173,8080,8080,false,SIN,Asia Pacific,Singapore,7,0.00
47.236.164.215,2086,2086,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.114.163,2086,2086,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.126.151,8880,8880,false,SIN,Asia Pacific,Singapore,7,0.00
47.236.253.41,80,80,false,SIN,Asia Pacific,Singapore,7,0.00
47.237.11.182,2082,2082,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.120.87,2095,2095,false,SIN,Asia Pacific,Singapore,7,0.00
47.237.95.13,8080,8080,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.126.151,8880,8880,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.118.70,2095,2095,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.220.88,2082,2082,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.111.175,8080,8080,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.202.130,8880,8880,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.11.158,2052,2052,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.193.202,2082,2082,false,SIN,Asia Pacific,Singapore,8,0.00
